tmfc,variable,error
2022091217,POP,dummy or empty content
2022091217,PCP,상태코드 403
2022091217,PCP,dummy or empty content
2022091217,REH,상태코드 403
2022091217,REH,dummy or empty content
2022091220,TMP,상태코드 403
2022091220,TMP,dummy or empty content
2022091220,WSD,상태코드 403
2022091220,WSD,dummy or empty content
2022091220,SKY,상태코드 403
2022091220,SKY,dummy or empty content
2022091220,PTY,상태코드 403
2022091220,PTY,dummy or empty content
2022091220,POP,상태코드 403
2022091220,POP,dummy or empty content
2022091220,PCP,상태코드 403
2022091220,PCP,dummy or empty content
2022091220,REH,상태코드 403
2022091220,REH,dummy or empty content
2022091223,TMP,상태코드 403
2022091223,TMP,dummy or empty content
2022091223,WSD,상태코드 403
2022091223,WSD,dummy or empty content
2022091223,SKY,상태코드 403
2022091223,SKY,dummy or empty content
2022091223,PTY,상태코드 403
2022091223,PTY,dummy or empty content
2022091223,POP,상태코드 403
2022091223,POP,dummy or empty content
2022091223,PCP,상태코드 403
2022091223,PCP,dummy or empty content
2022091223,REH,상태코드 403
2022091223,REH,dummy or empty content
2022091302,TMP,상태코드 403
2022091302,TMP,dummy or empty content
2022091302,WSD,상태코드 403
2022091302,WSD,dummy or empty content
2022091302,SKY,상태코드 403
2022091302,SKY,dummy or empty content
2022091302,PTY,상태코드 403
2022091302,PTY,dummy or empty content
2022091302,POP,상태코드 403
2022091302,POP,dummy or empty content
2022091302,PCP,상태코드 403
2022091302,PCP,dummy or empty content
2022091302,REH,상태코드 403
2022091302,REH,dummy or empty content
2022091305,TMP,상태코드 403
2022091305,TMP,dummy or empty content
2022091305,WSD,상태코드 403
2022091305,WSD,dummy or empty content
2022091305,SKY,상태코드 403
2022091305,SKY,dummy or empty content
2022091305,PTY,상태코드 403
2022091305,PTY,dummy or empty content
2022091305,POP,상태코드 403
2022091305,POP,dummy or empty content
2022091305,PCP,상태코드 403
2022091305,PCP,dummy or empty content
2022091305,REH,상태코드 403
2022091305,REH,dummy or empty content
2022091308,TMP,상태코드 403
2022091308,TMP,dummy or empty content
2022091308,WSD,상태코드 403
2022091308,WSD,dummy or empty content
2022091308,SKY,상태코드 403
2022091308,SKY,dummy or empty content
2022091308,PTY,상태코드 403
2022091308,PTY,dummy or empty content
2022091308,POP,상태코드 403
2022091308,POP,dummy or empty content
2022091308,PCP,상태코드 403
2022091308,PCP,dummy or empty content
2022091308,REH,상태코드 403
2022091308,REH,dummy or empty content
2022091311,TMP,상태코드 403
2022091311,TMP,dummy or empty content
2022091311,WSD,상태코드 403
2022091311,WSD,dummy or empty content
2022091311,SKY,상태코드 403
2022091311,SKY,dummy or empty content
2022091311,PTY,상태코드 403
2022091311,PTY,dummy or empty content
2022091311,POP,상태코드 403
2022091311,POP,dummy or empty content
2022091311,PCP,상태코드 403
2022091311,PCP,dummy or empty content
2022091311,REH,상태코드 403
2022091311,REH,dummy or empty content
2022091314,TMP,상태코드 403
2022091314,TMP,dummy or empty content
2022091314,WSD,상태코드 403
2022091314,WSD,dummy or empty content
2022091314,SKY,상태코드 403
2022091314,SKY,dummy or empty content
2022091314,PTY,상태코드 403
2022091314,PTY,dummy or empty content
2022091314,POP,상태코드 403
2022091314,POP,dummy or empty content
2022091314,PCP,상태코드 403
2022091314,PCP,dummy or empty content
2022091314,REH,상태코드 403
2022091314,REH,dummy or empty content
2022091317,TMP,상태코드 403
2022091317,TMP,dummy or empty content
2022091317,WSD,상태코드 403
2022091317,WSD,dummy or empty content
2022091317,SKY,상태코드 403
2022091317,SKY,dummy or empty content
2022091317,PTY,상태코드 403
2022091317,PTY,dummy or empty content
2022091317,POP,상태코드 403
2022091317,POP,dummy or empty content
2022091317,PCP,상태코드 403
2022091317,PCP,dummy or empty content
2022091317,REH,상태코드 403
2022091317,REH,dummy or empty content
2022091320,TMP,상태코드 403
2022091320,TMP,dummy or empty content
2022091320,WSD,상태코드 403
2022091320,WSD,dummy or empty content
2022091320,SKY,상태코드 403
2022091320,SKY,dummy or empty content
2022091320,PTY,상태코드 403
2022091320,PTY,dummy or empty content
2022091320,POP,상태코드 403
2022091320,POP,dummy or empty content
2022091320,PCP,상태코드 403
2022091320,PCP,dummy or empty content
2022091320,REH,상태코드 403
2022091320,REH,dummy or empty content
2022091323,TMP,상태코드 403
2022091323,TMP,dummy or empty content
2022091323,WSD,상태코드 403
2022091323,WSD,dummy or empty content
2022091323,SKY,상태코드 403
2022091323,SKY,dummy or empty content
2022091323,PTY,상태코드 403
2022091323,PTY,dummy or empty content
2022091323,POP,상태코드 403
2022091323,POP,dummy or empty content
2022091323,PCP,상태코드 403
2022091323,PCP,dummy or empty content
2022091323,REH,상태코드 403
2022091323,REH,dummy or empty content
2022091402,TMP,상태코드 403
2022091402,TMP,dummy or empty content
2022091402,WSD,상태코드 403
2022091402,WSD,dummy or empty content
2022091402,SKY,상태코드 403
2022091402,SKY,dummy or empty content
2022091402,PTY,상태코드 403
2022091402,PTY,dummy or empty content
2022091402,POP,상태코드 403
2022091402,POP,dummy or empty content
2022091402,PCP,상태코드 403
2022091402,PCP,dummy or empty content
2022091402,REH,상태코드 403
2022091402,REH,dummy or empty content
2022091405,TMP,상태코드 403
2022091405,TMP,dummy or empty content
2022091405,WSD,상태코드 403
2022091405,WSD,dummy or empty content
2022091405,SKY,상태코드 403
2022091405,SKY,dummy or empty content
2022091405,PTY,상태코드 403
2022091405,PTY,dummy or empty content
2022091405,POP,상태코드 403
2022091405,POP,dummy or empty content
2022091405,PCP,상태코드 403
2022091405,PCP,dummy or empty content
2022091405,REH,상태코드 403
2022091405,REH,dummy or empty content
2022091408,TMP,상태코드 403
2022091408,TMP,dummy or empty content
2022091408,WSD,상태코드 403
2022091408,WSD,dummy or empty content
2022091408,SKY,상태코드 403
2022091408,SKY,dummy or empty content
2022091408,PTY,상태코드 403
2022091408,PTY,dummy or empty content
2022091408,POP,상태코드 403
2022091408,POP,dummy or empty content
2022091408,PCP,상태코드 403
2022091408,PCP,dummy or empty content
2022091408,REH,상태코드 403
2022091408,REH,dummy or empty content
2022091411,TMP,상태코드 403
2022091411,TMP,dummy or empty content
2022091411,WSD,상태코드 403
2022091411,WSD,dummy or empty content
2022091411,SKY,상태코드 403
2022091411,SKY,dummy or empty content
2022091411,PTY,상태코드 403
2022091411,PTY,dummy or empty content
2022091411,POP,상태코드 403
2022091411,POP,dummy or empty content
2022091411,PCP,상태코드 403
2022091411,PCP,dummy or empty content
2022091411,REH,상태코드 403
2022091411,REH,dummy or empty content
2022091414,TMP,상태코드 403
2022091414,TMP,dummy or empty content
2022091414,WSD,상태코드 403
2022091414,WSD,dummy or empty content
2022091414,SKY,상태코드 403
2022091414,SKY,dummy or empty content
2022091414,PTY,상태코드 403
2022091414,PTY,dummy or empty content
2022091414,POP,상태코드 403
2022091414,POP,dummy or empty content
2022091414,PCP,상태코드 403
2022091414,PCP,dummy or empty content
2022091414,REH,상태코드 403
2022091414,REH,dummy or empty content
2022091417,TMP,상태코드 403
2022091417,TMP,dummy or empty content
2022091417,WSD,상태코드 403
2022091417,WSD,dummy or empty content
2022091417,SKY,상태코드 403
2022091417,SKY,dummy or empty content
2022091417,PTY,상태코드 403
2022091417,PTY,dummy or empty content
2022091417,POP,상태코드 403
2022091417,POP,dummy or empty content
2022091417,PCP,상태코드 403
2022091417,PCP,dummy or empty content
2022091417,REH,상태코드 403
2022091417,REH,dummy or empty content
2022091420,TMP,상태코드 403
2022091420,TMP,dummy or empty content
2022091420,WSD,상태코드 403
2022091420,WSD,dummy or empty content
2022091420,SKY,상태코드 403
2022091420,SKY,dummy or empty content
2022091420,PTY,상태코드 403
2022091420,PTY,dummy or empty content
2022091420,POP,상태코드 403
2022091420,POP,dummy or empty content
2022091420,PCP,상태코드 403
2022091420,PCP,dummy or empty content
2022091420,REH,상태코드 403
2022091420,REH,dummy or empty content
2022091423,TMP,상태코드 403
2022091423,TMP,dummy or empty content
2022091423,WSD,상태코드 403
2022091423,WSD,dummy or empty content
2022091423,SKY,상태코드 403
2022091423,SKY,dummy or empty content
2022091423,PTY,상태코드 403
2022091423,PTY,dummy or empty content
2022091423,POP,상태코드 403
2022091423,POP,dummy or empty content
2022091423,PCP,상태코드 403
2022091423,PCP,dummy or empty content
2022091423,REH,상태코드 403
2022091423,REH,dummy or empty content
2022091502,TMP,상태코드 403
2022091502,TMP,dummy or empty content
2022091502,WSD,상태코드 403
2022091502,WSD,dummy or empty content
2022091502,SKY,상태코드 403
2022091502,SKY,dummy or empty content
2022091502,PTY,상태코드 403
2022091502,PTY,dummy or empty content
2022091502,POP,상태코드 403
2022091502,POP,dummy or empty content
2022091502,PCP,상태코드 403
2022091502,PCP,dummy or empty content
2022091502,REH,상태코드 403
2022091502,REH,dummy or empty content
2022091505,TMP,상태코드 403
2022091505,TMP,dummy or empty content
2022091505,WSD,상태코드 403
2022091505,WSD,dummy or empty content
2022091505,SKY,상태코드 403
2022091505,SKY,dummy or empty content
2022091505,PTY,상태코드 403
2022091505,PTY,dummy or empty content
2022091505,POP,상태코드 403
2022091505,POP,dummy or empty content
2022091505,PCP,상태코드 403
2022091505,PCP,dummy or empty content
2022091505,REH,상태코드 403
2022091505,REH,dummy or empty content
2022091508,TMP,상태코드 403
2022091508,TMP,dummy or empty content
2022091508,WSD,상태코드 403
2022091508,WSD,dummy or empty content
2022091508,SKY,상태코드 403
2022091508,SKY,dummy or empty content
2022091508,PTY,상태코드 403
2022091508,PTY,dummy or empty content
2022091508,POP,상태코드 403
2022091508,POP,dummy or empty content
2022091508,PCP,상태코드 403
2022091508,PCP,dummy or empty content
2022091508,REH,상태코드 403
2022091508,REH,dummy or empty content
2022091511,TMP,상태코드 403
2022091511,TMP,dummy or empty content
2022091511,WSD,상태코드 403
2022091511,WSD,dummy or empty content
2022091511,SKY,상태코드 403
2022091511,SKY,dummy or empty content
2022091511,PTY,상태코드 403
2022091511,PTY,dummy or empty content
2022091511,POP,상태코드 403
2022091511,POP,dummy or empty content
2022091511,PCP,상태코드 403
2022091511,PCP,dummy or empty content
2022091511,REH,상태코드 403
2022091511,REH,dummy or empty content
2022091514,TMP,상태코드 403
2022091514,TMP,dummy or empty content
2022091514,WSD,상태코드 403
2022091514,WSD,dummy or empty content
2022091514,SKY,상태코드 403
2022091514,SKY,dummy or empty content
2022091514,PTY,상태코드 403
2022091514,PTY,dummy or empty content
2022091514,POP,상태코드 403
2022091514,POP,dummy or empty content
2022091514,PCP,상태코드 403
2022091514,PCP,dummy or empty content
2022091514,REH,상태코드 403
2022091514,REH,dummy or empty content
2022091517,TMP,상태코드 403
2022091517,TMP,dummy or empty content
2022091517,WSD,상태코드 403
2022091517,WSD,dummy or empty content
2022091517,SKY,상태코드 403
2022091517,SKY,dummy or empty content
2022091517,PTY,상태코드 403
2022091517,PTY,dummy or empty content
2022091517,POP,상태코드 403
2022091517,POP,dummy or empty content
2022091517,PCP,상태코드 403
2022091517,PCP,dummy or empty content
2022091517,REH,상태코드 403
2022091517,REH,dummy or empty content
2022091520,TMP,상태코드 403
2022091520,TMP,dummy or empty content
2022091520,WSD,상태코드 403
2022091520,WSD,dummy or empty content
2022091520,SKY,상태코드 403
2022091520,SKY,dummy or empty content
2022091520,PTY,상태코드 403
2022091520,PTY,dummy or empty content
2022091520,POP,상태코드 403
2022091520,POP,dummy or empty content
2022091520,PCP,상태코드 403
2022091520,PCP,dummy or empty content
2022091520,REH,상태코드 403
2022091520,REH,dummy or empty content
2022091523,TMP,상태코드 403
2022091523,TMP,dummy or empty content
2022091523,WSD,상태코드 403
2022091523,WSD,dummy or empty content
2022091523,SKY,상태코드 403
2022091523,SKY,dummy or empty content
2022091523,PTY,상태코드 403
2022091523,PTY,dummy or empty content
2022091523,POP,상태코드 403
2022091523,POP,dummy or empty content
2022091523,PCP,상태코드 403
2022091523,PCP,dummy or empty content
2022091523,REH,상태코드 403
2022091523,REH,dummy or empty content
2022091602,TMP,상태코드 403
2022091602,TMP,dummy or empty content
2022091602,WSD,상태코드 403
2022091602,WSD,dummy or empty content
2022091602,SKY,상태코드 403
2022091602,SKY,dummy or empty content
2022091602,PTY,상태코드 403
2022091602,PTY,dummy or empty content
2022091602,POP,상태코드 403
2022091602,POP,dummy or empty content
2022091602,PCP,상태코드 403
2022091602,PCP,dummy or empty content
2022091602,REH,상태코드 403
2022091602,REH,dummy or empty content
2022091605,TMP,상태코드 403
2022091605,TMP,dummy or empty content
2022091605,WSD,상태코드 403
2022091605,WSD,dummy or empty content
2022091605,SKY,상태코드 403
2022091605,SKY,dummy or empty content
2022091605,PTY,상태코드 403
2022091605,PTY,dummy or empty content
2022091605,POP,상태코드 403
2022091605,POP,dummy or empty content
2022091605,PCP,상태코드 403
2022091605,PCP,dummy or empty content
2022091605,REH,상태코드 403
2022091605,REH,dummy or empty content
2022091608,TMP,상태코드 403
2022091608,TMP,dummy or empty content
2022091608,WSD,상태코드 403
2022091608,WSD,dummy or empty content
2022091608,SKY,상태코드 403
2022091608,SKY,dummy or empty content
2022091608,PTY,상태코드 403
2022091608,PTY,dummy or empty content
2022091608,POP,상태코드 403
2022091608,POP,dummy or empty content
2022091608,PCP,상태코드 403
2022091608,PCP,dummy or empty content
2022091608,REH,상태코드 403
2022091608,REH,dummy or empty content
2022091611,TMP,상태코드 403
2022091611,TMP,dummy or empty content
2022091611,WSD,상태코드 403
2022091611,WSD,dummy or empty content
2022091611,SKY,상태코드 403
2022091611,SKY,dummy or empty content
2022091611,PTY,상태코드 403
2022091611,PTY,dummy or empty content
2022091611,POP,상태코드 403
2022091611,POP,dummy or empty content
2022091611,PCP,상태코드 403
2022091611,PCP,dummy or empty content
2022091611,REH,상태코드 403
2022091611,REH,dummy or empty content
2022091614,TMP,상태코드 403
2022091614,TMP,dummy or empty content
2022091614,WSD,상태코드 403
2022091614,WSD,dummy or empty content
2022091614,SKY,상태코드 403
2022091614,SKY,dummy or empty content
2022091614,PTY,상태코드 403
2022091614,PTY,dummy or empty content
2022091614,POP,상태코드 403
2022091614,POP,dummy or empty content
2022091614,PCP,상태코드 403
2022091614,PCP,dummy or empty content
2022091614,REH,상태코드 403
2022091614,REH,dummy or empty content
2022091617,TMP,상태코드 403
2022091617,TMP,dummy or empty content
2022091617,WSD,상태코드 403
2022091617,WSD,dummy or empty content
2022091617,SKY,상태코드 403
2022091617,SKY,dummy or empty content
2022091617,PTY,상태코드 403
2022091617,PTY,dummy or empty content
2022091617,POP,상태코드 403
2022091617,POP,dummy or empty content
2022091617,PCP,상태코드 403
2022091617,PCP,dummy or empty content
2022091617,REH,상태코드 403
2022091617,REH,dummy or empty content
2022091620,TMP,상태코드 403
2022091620,TMP,dummy or empty content
2022091620,WSD,상태코드 403
2022091620,WSD,dummy or empty content
2022091620,SKY,상태코드 403
2022091620,SKY,dummy or empty content
2022091620,PTY,상태코드 403
2022091620,PTY,dummy or empty content
2022091620,POP,상태코드 403
2022091620,POP,dummy or empty content
2022091620,PCP,상태코드 403
2022091620,PCP,dummy or empty content
2022091620,REH,상태코드 403
2022091620,REH,dummy or empty content
2022091623,TMP,상태코드 403
2022091623,TMP,dummy or empty content
2022091623,WSD,상태코드 403
2022091623,WSD,dummy or empty content
2022091623,SKY,상태코드 403
2022091623,SKY,dummy or empty content
2022091623,PTY,상태코드 403
2022091623,PTY,dummy or empty content
2022091623,POP,상태코드 403
2022091623,POP,dummy or empty content
2022091623,PCP,상태코드 403
2022091623,PCP,dummy or empty content
2022091623,REH,상태코드 403
2022091623,REH,dummy or empty content
2022091702,TMP,상태코드 403
2022091702,TMP,dummy or empty content
2022091702,WSD,상태코드 403
2022091702,WSD,dummy or empty content
2022091702,SKY,상태코드 403
2022091702,SKY,dummy or empty content
2022091702,PTY,상태코드 403
2022091702,PTY,dummy or empty content
2022091702,POP,상태코드 403
2022091702,POP,dummy or empty content
2022091702,PCP,상태코드 403
2022091702,PCP,dummy or empty content
2022091702,REH,상태코드 403
2022091702,REH,dummy or empty content
2022091705,TMP,상태코드 403
2022091705,TMP,dummy or empty content
2022091705,WSD,상태코드 403
2022091705,WSD,dummy or empty content
2022091705,SKY,상태코드 403
2022091705,SKY,dummy or empty content
2022091705,PTY,상태코드 403
2022091705,PTY,dummy or empty content
2022091705,POP,상태코드 403
2022091705,POP,dummy or empty content
2022091705,PCP,상태코드 403
2022091705,PCP,dummy or empty content
2022091705,REH,상태코드 403
2022091705,REH,dummy or empty content
2022091708,TMP,상태코드 403
2022091708,TMP,dummy or empty content
2022091708,WSD,상태코드 403
2022091708,WSD,dummy or empty content
2022091708,SKY,상태코드 403
2022091708,SKY,dummy or empty content
2022091708,PTY,상태코드 403
2022091708,PTY,dummy or empty content
2022091708,POP,상태코드 403
2022091708,POP,dummy or empty content
2022091708,PCP,상태코드 403
2022091708,PCP,dummy or empty content
2022091708,REH,상태코드 403
2022091708,REH,dummy or empty content
2022091711,TMP,상태코드 403
2022091711,TMP,dummy or empty content
2022091711,WSD,상태코드 403
2022091711,WSD,dummy or empty content
2022091711,SKY,상태코드 403
2022091711,SKY,dummy or empty content
2022091711,PTY,상태코드 403
2022091711,PTY,dummy or empty content
2022091711,POP,상태코드 403
2022091711,POP,dummy or empty content
2022091711,PCP,상태코드 403
2022091711,PCP,dummy or empty content
2022091711,REH,상태코드 403
2022091711,REH,dummy or empty content
2022091714,TMP,상태코드 403
2022091714,TMP,dummy or empty content
2022091714,WSD,상태코드 403
2022091714,WSD,dummy or empty content
2022091714,SKY,상태코드 403
2022091714,SKY,dummy or empty content
2022091714,PTY,상태코드 403
2022091714,PTY,dummy or empty content
2022091714,POP,상태코드 403
2022091714,POP,dummy or empty content
2022091714,PCP,상태코드 403
2022091714,PCP,dummy or empty content
2022091714,REH,상태코드 403
2022091714,REH,dummy or empty content
2022091717,TMP,상태코드 403
2022091717,TMP,dummy or empty content
2022091717,WSD,상태코드 403
2022091717,WSD,dummy or empty content
2022091717,SKY,상태코드 403
2022091717,SKY,dummy or empty content
2022091717,PTY,상태코드 403
2022091717,PTY,dummy or empty content
2022091717,POP,상태코드 403
2022091717,POP,dummy or empty content
2022091717,PCP,상태코드 403
2022091717,PCP,dummy or empty content
2022091717,REH,상태코드 403
2022091717,REH,dummy or empty content
2022091720,TMP,상태코드 403
2022091720,TMP,dummy or empty content
2022091720,WSD,상태코드 403
2022091720,WSD,dummy or empty content
2022091720,SKY,상태코드 403
2022091720,SKY,dummy or empty content
2022091720,PTY,상태코드 403
2022091720,PTY,dummy or empty content
2022091720,POP,상태코드 403
2022091720,POP,dummy or empty content
2022091720,PCP,상태코드 403
2022091720,PCP,dummy or empty content
2022091720,REH,상태코드 403
2022091720,REH,dummy or empty content
2022091723,TMP,상태코드 403
2022091723,TMP,dummy or empty content
2022091723,WSD,상태코드 403
2022091723,WSD,dummy or empty content
2022091723,SKY,상태코드 403
2022091723,SKY,dummy or empty content
2022091723,PTY,상태코드 403
2022091723,PTY,dummy or empty content
2022091723,POP,상태코드 403
2022091723,POP,dummy or empty content
2022091723,PCP,상태코드 403
2022091723,PCP,dummy or empty content
2022091723,REH,상태코드 403
2022091723,REH,dummy or empty content
2022091802,TMP,상태코드 403
2022091802,TMP,dummy or empty content
2022091802,WSD,상태코드 403
2022091802,WSD,dummy or empty content
2022091802,SKY,상태코드 403
2022091802,SKY,dummy or empty content
2022091802,PTY,상태코드 403
2022091802,PTY,dummy or empty content
2022091802,POP,상태코드 403
2022091802,POP,dummy or empty content
2022091802,PCP,상태코드 403
2022091802,PCP,dummy or empty content
2022091802,REH,상태코드 403
2022091802,REH,dummy or empty content
2022091805,TMP,상태코드 403
2022091805,TMP,dummy or empty content
2022091805,WSD,상태코드 403
2022091805,WSD,dummy or empty content
2022091805,SKY,상태코드 403
2022091805,SKY,dummy or empty content
2022091805,PTY,상태코드 403
2022091805,PTY,dummy or empty content
2022091805,POP,상태코드 403
2022091805,POP,dummy or empty content
2022091805,PCP,상태코드 403
2022091805,PCP,dummy or empty content
2022091805,REH,상태코드 403
2022091805,REH,dummy or empty content
2022091808,TMP,상태코드 403
2022091808,TMP,dummy or empty content
2022091808,WSD,상태코드 403
2022091808,WSD,dummy or empty content
2022091808,SKY,상태코드 403
2022091808,SKY,dummy or empty content
2022091808,PTY,상태코드 403
2022091808,PTY,dummy or empty content
2022091808,POP,상태코드 403
2022091808,POP,dummy or empty content
2022091808,PCP,상태코드 403
2022091808,PCP,dummy or empty content
2022091808,REH,상태코드 403
2022091808,REH,dummy or empty content
2022091811,TMP,상태코드 403
2022091811,TMP,dummy or empty content
2022091811,WSD,상태코드 403
2022091811,WSD,dummy or empty content
2022091811,SKY,상태코드 403
2022091811,SKY,dummy or empty content
2022091811,PTY,상태코드 403
2022091811,PTY,dummy or empty content
2022091811,POP,상태코드 403
2022091811,POP,dummy or empty content
2022091811,PCP,상태코드 403
2022091811,PCP,dummy or empty content
2022091811,REH,상태코드 403
2022091811,REH,dummy or empty content
2022091814,TMP,상태코드 403
2022091814,TMP,dummy or empty content
2022091814,WSD,상태코드 403
2022091814,WSD,dummy or empty content
2022091814,SKY,상태코드 403
2022091814,SKY,dummy or empty content
2022091814,PTY,상태코드 403
2022091814,PTY,dummy or empty content
2022091814,POP,상태코드 403
2022091814,POP,dummy or empty content
2022091814,PCP,상태코드 403
2022091814,PCP,dummy or empty content
2022091814,REH,상태코드 403
2022091814,REH,dummy or empty content
2022091817,TMP,상태코드 403
2022091817,TMP,dummy or empty content
2022091817,WSD,상태코드 403
2022091817,WSD,dummy or empty content
2022091817,SKY,상태코드 403
2022091817,SKY,dummy or empty content
2022091817,PTY,상태코드 403
2022091817,PTY,dummy or empty content
2022091817,POP,상태코드 403
2022091817,POP,dummy or empty content
2022091817,PCP,상태코드 403
2022091817,PCP,dummy or empty content
2022091817,REH,상태코드 403
2022091817,REH,dummy or empty content
2022091820,TMP,상태코드 403
2022091820,TMP,dummy or empty content
2022091820,WSD,상태코드 403
2022091820,WSD,dummy or empty content
2022091820,SKY,상태코드 403
2022091820,SKY,dummy or empty content
2022091820,PTY,상태코드 403
2022091820,PTY,dummy or empty content
2022091820,POP,상태코드 403
2022091820,POP,dummy or empty content
2022091820,PCP,상태코드 403
2022091820,PCP,dummy or empty content
2022091820,REH,상태코드 403
2022091820,REH,dummy or empty content
2022091823,TMP,상태코드 403
2022091823,TMP,dummy or empty content
2022091823,WSD,상태코드 403
2022091823,WSD,dummy or empty content
2022091823,SKY,상태코드 403
2022091823,SKY,dummy or empty content
2022091823,PTY,상태코드 403
2022091823,PTY,dummy or empty content
2022091823,POP,상태코드 403
2022091823,POP,dummy or empty content
2022091823,PCP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091823,PCP,dummy or empty content
2022091823,REH,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091823,REH,dummy or empty content
2022091902,TMP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,TMP,dummy or empty content
2022091902,WSD,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,WSD,dummy or empty content
2022091902,SKY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,SKY,dummy or empty content
2022091902,PTY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,PTY,dummy or empty content
2022091902,POP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,POP,dummy or empty content
2022091902,PCP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,PCP,dummy or empty content
2022091902,REH,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091902,REH,dummy or empty content
2022091905,TMP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091905,TMP,dummy or empty content
2022091905,WSD,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Max retries exceeded with url: /api/typ01/cgi-bin/url/nph-dfs_shrt_grd?tmfc=2022091905&vars=WSD&authKey=frWNe8F-RDW1jXvBfrQ1sg (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000259270EB9D0>, 'Connection to apihub.kma.go.kr timed out. (connect timeout=10)'))"
2022091905,WSD,dummy or empty content
2022091905,SKY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091905,SKY,dummy or empty content
2022091905,PTY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091905,PTY,dummy or empty content
2022091905,POP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091905,POP,dummy or empty content
2022091905,PCP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091905,PCP,dummy or empty content
2022091905,REH,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091905,REH,dummy or empty content
2022091908,TMP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,TMP,dummy or empty content
2022091908,WSD,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,WSD,dummy or empty content
2022091908,SKY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,SKY,dummy or empty content
2022091908,PTY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,PTY,dummy or empty content
2022091908,POP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,POP,dummy or empty content
2022091908,PCP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,PCP,dummy or empty content
2022091908,REH,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091908,REH,dummy or empty content
2022091911,TMP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091911,TMP,dummy or empty content
2022091911,WSD,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091911,WSD,dummy or empty content
2022091911,SKY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091911,SKY,dummy or empty content
2022091911,PTY,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091911,PTY,dummy or empty content
2022091911,POP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091911,POP,dummy or empty content
2022091911,PCP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091911,PCP,dummy or empty content
2022091911,REH,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Max retries exceeded with url: /api/typ01/cgi-bin/url/nph-dfs_shrt_grd?tmfc=2022091911&vars=REH&authKey=frWNe8F-RDW1jXvBfrQ1sg (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000259270EAC10>, 'Connection to apihub.kma.go.kr timed out. (connect timeout=10)'))"
2022091911,REH,dummy or empty content
2022091914,TMP,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091914,TMP,dummy or empty content
2022091914,WSD,"HTTPSConnectionPool(host='apihub.kma.go.kr', port=443): Read timed out. (read timeout=10)"
2022091914,WSD,dummy or empty content
